0.037157571,0.002610686,0.021243116,0.001430513,0.120341893,0.095987411,0.03651384,0.003254417,0.004327301,0.007009513,0.014340891,0.005722051,0.019490737,0.055968815,0.179779701,0.045704885,0.134074816,0.024676346,0.011587154,0.064086975,0.045919462,0.092625706,0.046384379,0.016307846,0.141835348,0.026893641,0.079178886,0.049746084,0.012946141
0.113269494,0.002735978,0.019015048,0.000547196,0.132831737,0.114363885,0.031326949,0.014637483,0.003283174,0.006703146,0.034746922,0.003283174,0.008344733,0.043091655,0.173461012,0.043365253,0.130095759,0.024760602,0.00506156,0.047195622,0.032694938,0.082216142,0.039808482,0.014363885,0.118467852,0.028043776,0.06005472,0.050889193,0.00629275
0.10873515,0.004332635,0.009923131,0.001677149,0.108874913,0.167295597,0.034102027,0.014954577,0.009643606,0.012019567,0.063591894,0.005590496,0.01048218,0.051991614,0.166596785,0.041928721,0.124668064,0.021942697,0.004472397,0.048078267,0.03200559,0.075611461,0.042627533,0.015513627,0.114046122,0.028092243,0.058001398,0.038015374,0.004332635
0.043426227,0.001025816,0.010258164,0.000512908,0.097879979,0.151991793,0.030689007,0.011796888,0.011369465,0.009317832,0.054026329,0.004616174,0.020601812,0.060010258,0.200889041,0.067105488,0.133783553,0.024106685,0.01000171,0.05804411,0.045734314,0.068473243,0.050606941,0.012993674,0.129680287,0.027526073,0.071123269,0.040776201,0.014104975
0.092119089,0.003677758,0.001751313,0.001576182,0.123292469,0.163747811,0.020140105,0.028896673,0.00647986,0.009807356,0.063922942,0.00525394,0.008056042,0.043782837,0.169877408,0.044833625,0.124868651,0.026795096,0.005429072,0.051313485,0.03380035,0.083712785,0.03765324,0.01943958,0.116987741,0.032574431,0.0558669,0.038003503,0.007530648
0.098986379,0.001267026,0.001267026,0.000950269,0.11308204,0.218878682,0.030250238,0.025498891,0.011244853,0.013620526,0.095185303,0.004592968,0.010928096,0.03357618,0.160912258,0.044029142,0.116883117,0.026765917,0.004592968,0.043712385,0.027716186,0.073804245,0.041653468,0.017104846,0.105479886,0.029616725,0.05036427,0.038169148,0.004276212
0.079144893,0.001140143,0.00456057,0.001045131,0.1104038,0.217102138,0.021567696,0.020712589,0.022042755,0.014061758,0.0952019,0.007410926,0.009501188,0.047315914,0.161425178,0.038954869,0.122470309,0.021377672,0.006650831,0.049406176,0.033539192,0.076484561,0.039144893,0.014061758,0.113539192,0.028598575,0.056817102,0.034774347,0.005510689
0.079246738,0.001221158,0.00128543,0.000578443,0.09492898,0.224500289,0.031942927,0.008869465,0.027765281,0.02384472,0.085481072,0.008483836,0.017738929,0.053795231,0.151937785,0.039655505,0.11228228,0.022944919,0.008869465,0.043061893,0.038755704,0.05765152,0.047560897,0.010219166,0.128671508,0.01992416,0.068513401,0.035799216,0.011376052
0.070503049,0.00085747,0.000285823,0.001143293,0.084508384,0.255240091,0.023056402,0.013528963,0.034775152,0.023818598,0.108803354,0.00476372,0.011528201,0.047637195,0.162061738,0.040967988,0.12109375,0.021246189,0.009813262,0.054496951,0.039253049,0.0625,0.03991997,0.010956555,0.126238567,0.024771341,0.06335747,0.026391006,0.010099085
0.059426422,0.001222379,0.000564175,9.40E-05,0.092242595,0.261118947,0.029337094,0.015702868,0.027268453,0.024165491,0.124964739,0.004137283,0.016831218,0.047014575,0.160601787,0.041842971,0.118758815,0.022755054,0.007992478,0.055571227,0.042219088,0.070239774,0.036013164,0.01212976,0.115373766,0.028490832,0.056793606,0.029431124,0.007146215
