都道府県,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
　岐阜県,0.0374741014323034,0.0020718854157283128,0.0002702459237906495,0.001080983695162598,0.10134222142149356,0.2634897756958833,0.01900729663994235,0.037384019457706516,0.026844428429871184,0.029727051616971444,0.08062336726421043,0.006395820196378705,0.01198090262138546,0.04062697054319431,0.17818214575263489,0.055130168453292494,0.1230519772993424,0.023241149445995857,0.00711647599315377,0.055580578326276914,0.04405008557787587,0.06657057922709665,0.039816232771822356,0.013782542113323124,0.11269255022070084,0.025853526709305467,0.056211152148455096,0.03333033060084677,0.0047743446536348075
　静岡県,0.04484041511650676,0.00039161934599569217,0.003720383786959076,0.0005874290189935383,0.08772273350303506,0.2769727824554533,0.03348345408263168,0.009007244957900921,0.03059526140591345,0.024525161542980223,0.1191991384374388,0.00416095555120423,0.01600744076757392,0.045427844135500293,0.16712355590366165,0.04640689250048952,0.12071666340317212,0.023888780105737223,0.011356961033875073,0.0580086156256119,0.0418543176032896,0.06035833170158606,0.03769336205208537,0.010084198159389074,0.1180732328177012,0.026189543763461914,0.06216957117681614,0.02863716467593499,0.004944194243195614
　愛知県,0.02628400378111543,0.0003150929524209642,0.0016804957462451422,0.00034135069845604455,0.08457619997899381,0.2819031614326226,0.022739208066379583,0.021583867240836045,0.029671253019640794,0.025811364352483983,0.1302646780800336,0.004122466127507615,0.020297237685117108,0.04894443860938977,0.17884150824493225,0.06391135384938557,0.11495641214158177,0.022739208066379583,0.01126457304904947,0.05482617372124777,0.04771032454574099,0.06514546791303434,0.04027938241781325,0.008560025207436194,0.1181335994118265,0.02182018695515177,0.06343871442075412,0.02053355739943283,0.011159542064909149
　三重県,0.04282919798208586,0.001647276845464841,0.01050138988983836,0.0013384124369401832,0.0904972716977247,0.25440131782147635,0.025120971893338825,0.007824565015957994,0.035931226191701846,0.024709152681972615,0.11366210233707402,0.006486152579017811,0.01245753114382786,0.046535570884381754,0.1627715432924946,0.038402141459899106,0.12426644702975394,0.023473695047873982,0.006589107381859364,0.052815813857716463,0.035107587768969425,0.07392154844023474,0.04344692679913518,0.014722536806342015,0.10717594975805621,0.02295892103366622,0.0583753732111603,0.03459281375476166,0.013795943580768043
　滋賀県,0.031535388127853885,0.0008561643835616438,0.0005707762557077625,0.00014269406392694063,0.08019406392694065,0.2831050228310502,0.019549086757990868,0.023259132420091325,0.04195205479452055,0.021689497716894976,0.11772260273972603,0.007848173515981735,0.01141552511415525,0.04509132420091324,0.16409817351598174,0.04138127853881279,0.122574200913242,0.02226027397260274,0.009417808219178082,0.047517123287671235,0.0358162100456621,0.07391552511415525,0.04651826484018265,0.014554794520547944,0.1141552511415525,0.023116438356164382,0.05807648401826484,0.03296232876712329,0.014126712328767123
　京都府,0.024382786822594205,0.0005350454788657035,0.0012229610945501796,7.643506840938622e-05,0.07888099059848659,0.19796682718031033,0.023006955591225255,0.03989910570969961,0.017045020255293128,0.0127646564243675,0.06458763280593136,0.003974623557288084,0.01765650080256822,0.04654895666131621,0.18634869678208363,0.06076587938546205,0.12558281739662158,0.02514713750668807,0.01459909806619277,0.06764503554230682,0.05526255445998624,0.08476649086600932,0.05488037911793931,0.010624474508904686,0.12741725903844683,0.027058014216922725,0.06015439883818696,0.03019185202170756,0.027210884353741496
　大阪府,0.00541138001704009,0.0004605429801736247,0.0004835701291823059,0.0002072443410781311,0.08865452368342276,0.19206944988141017,0.016648628733276532,0.01994151104151795,0.025491053952610126,0.030165565201372417,0.05243281829276717,0.004306076864623391,0.02719506297925254,0.06046929329679692,0.20680682524696617,0.07859165956662906,0.1282151656803371,0.029612913625164067,0.025122619568471227,0.061021944873005274,0.05538029336587837,0.07306514380454555,0.03659013977479448,0.006723927510534921,0.1353305547240196,0.026619384254035507,0.0722822207382504,0.023556773435880904,0.022888986114629147
　兵庫県,0.017021437198067632,0.0006038647342995169,0.00388737922705314,7.548309178743961e-05,0.0866923309178744,0.21829710144927536,0.029136473429951692,0.014417270531400966,0.028532608695652172,0.01977657004830918,0.0763888888888889,0.00785024154589372,0.0198143115942029,0.05268719806763285,0.1774230072463768,0.057178442028985504,0.12024456521739131,0.026947463768115944,0.016568538647342996,0.057971014492753624,0.04868659420289855,0.07782306763285024,0.0466862922705314,0.01185084541062802,0.1225090579710145,0.025815217391304348,0.06306612318840579,0.03279740338164251,0.022493961352657004
　奈良県,0.027535159141376758,0.0008882309400444115,0.00029607698001480384,0.0,0.07816432272390822,0.20429311621021465,0.017912657290895632,0.0307920059215396,0.028867505551443375,0.01628423390081421,0.06025166543301258,0.0076980014803849,0.023390081421169506,0.03508512213175426,0.184900074019245,0.06262028127313102,0.12242783123612139,0.031088082901554404,0.017024426350851222,0.04470762398223538,0.0380458919319023,0.0845299777942265,0.05477424130273871,0.012731310140636566,0.12805329385640266,0.020873427091043673,0.060547742413027385,0.049000740192450036,0.015692079940784604
　和歌山県,0.10029325513196481,0.0015640273704789834,0.007820136852394917,0.00019550342130987292,0.09071358748778104,0.15640273704789834,0.02678396871945259,0.021896383186705767,0.020332355816226784,0.01192570869990225,0.027174975562072337,0.008797653958944282,0.01133919843597263,0.04281524926686217,0.18240469208211144,0.04418377321603128,0.13822091886608015,0.02267839687194526,0.007820136852394917,0.047898338220918865,0.03460410557184751,0.08856304985337243,0.04574780058651026,0.01798631476050831,0.10635386119257087,0.024437927663734114,0.054349951124144674,0.049071358748778104,0.011534701857282503
